,from,to,references
12429,SMAD6,SMAD4,SIGNOR:22298955
12430,CDK1,BUB1B,PhosphoSite:20016069;PhosphoSite:23079597;PhosphoSite:23345399;PhosphoSite:33207204;ProtMapper:17785528;ProtMapper:20633640;ProtMapper:23345399;ProtMapper:23637705;ProtMapper:26259146;ProtMapper:29971233;SIGNOR:17785528;iPTMnet:17785528;iPTMnet:19015317;iPTMnet:20016069
12431,FBXW11,EEF2K,SIGNOR:22669845
12432,BLK,FCGR2A,HPRD-phos:8756631;HPRD:8756631;KEA:8756631;ProtMapper:8756631;SIGNOR:8756631;iPTMnet:8756631;phosphoELM:8756631
12433,MAPK14,RB1,IntAct:17380128;IntAct:20871633;KEA:17570479;PhosphoSite:11439341;PhosphoSite:15355984;PhosphoSite:1756735;PhosphoSite:17599043;PhosphoSite:17996702;PhosphoSite:20223825;PhosphoSite:20871633;PhosphoSite:22279936;PhosphoSite:22895174;PhosphoSite:27642049;PhosphoSite:33219128;PhosphoSite:33419772;PhosphoSite:9190208;ProtMapper:20871633;SIGNOR:20871633;SPIKE_LC:17380128;iPTMnet:20871633
12434,ERBB3,PIK3CA,ACSN:17496910;SIGNOR:16729043
12435,GSK3A,PKD2,PhosphoSite:16551655;ProtMapper:16551655;SIGNOR:16551655;iPTMnet:16551655
12436,TBK1,IRF5,HPRD:15556946;HPRD:15695821;InnateDB:15695821;PhosphoSite:22412986;ProtMapper:22412986;SIGNOR:22412986;dbPTM:22412986;iPTMnet:22412986
12437,KPNA4,NOTCH1,SIGNOR:20454918
12438,ITCH,BCL10,SIGNOR:15082780
12439,IL15RA,IL2RB,HPMR:15265897;HPRD:7641685;SIGNOR:17709786
12440,PDPK1,AHCYL1,ProtMapper:17635105;SIGNOR:17635105
12441,AURKA,KIF4A,PhosphoSite:30576375;SIGNOR:31881080
12442,PRKCG,CHAT,HPRD:15381704;KEA:15381704;ProtMapper:15381704;SIGNOR:15381704;iPTMnet:15381704
12443,DOT1L,H3-3A,SIGNOR:12123582
12444,SIRT3,CYP11A1,SIGNOR:22585829
12445,FANCG,SPTAN1,Lit-BM-17:11401546;Lit-BM-17:19102630;SIGNOR:19102630;SPIKE_LC:11401546
12446,CDK1,RUNX2,ELM:16407259;HPRD:16407259;ProtMapper:16407259;SIGNOR:16407259;dbPTM:16407259;iPTMnet:16407259
12447,OXTR,GNAL,SIGNOR:31160049
12448,CDK5,PPP1R2,HPRD-phos:11320080;HPRD:11320080;KEA:11320080;KEA:12761178;KEA:15302935;ProtMapper:11320080;SIGNOR:11320080;iPTMnet:11320080;phosphoELM:11320080
12449,RAN,XPOT,BioGRID:12138183;HPRD:12138183;HPRD:9660920;SIGNOR:9660920;SPIKE_LC:17145710
12450,CHKA,EGFR,SIGNOR:21822308
12451,SMURF1,TGFBR2,ACSN:15761148;ACSN:21572392;ACSN:22949611;BioGRID:27048878;CancerCellMap:11278251;NetPath:11278251;NetPath:15221015;SIGNOR:22298955
12452,PRKX,PKD1,PhosphoSite:17980165;ProtMapper:17980165;SIGNOR:17980165;dbPTM:17980165;iPTMnet:17980165
12453,CFHR1,C3,SIGNOR:27814381
12454,UBE2I,FOXL2,SIGNOR:19744555;SPIKE_LC:19744555;SPIKE_LC:20209145
12455,SHANK2,ACTN1,SIGNOR:28179641
12456,DIP2A,CTTN,SIGNOR:31600191
12457,AKT3,TBX3,PhosphoSite:25595898;ProtMapper:25595898;SIGNOR:25595898;iPTMnet:25595898
12458,MAPK3,HNRNPK,KEA:11231586;KEA:11259409;ProtMapper:11231586;ProtMapper:16564677;SIGNOR:11231586;SIGNOR:16564677;iPTMnet:11231586;iPTMnet:11259409;iPTMnet:16564677;phosphoELM:11259409
12459,SGK1,MAPT,KEA:17570479;ProtMapper:15650334;ProtMapper:16982696;SIGNOR:16982696;dbPTM:16982696;iPTMnet:16982696
12460,MIB1,DLL1,BioGRID:21985982;SIGNOR:16140393
12461,CNR1,GNA13,SIGNOR:31160049
12462,AKT2,MDM2,ACSN:10217147;ACSN:11463845;ACSN:11756412;ACSN:16680151;ACSN:17646672;ACSN:17680028;ACSN:19216069;ACSN:20214616;ACSN:20398329;ACSN:20452955;ACSN:9829964;ProtMapper:11504915;SIGNOR:11504915;iPTMnet:11504915
12463,TGFBR1,SPTBN1,SIGNOR:12543979
12464,MCHR2,GNAL,SIGNOR:31160049
12465,LTB4R,GNA14,SIGNOR:31160049
12466,USP7,UBA52,SIGNOR:26235645;SPIKE_LC:16713569
12467,WIPI2,ATG16L1,BioGRID:29634932;BioGRID:34505572;SIGNOR:28561066
12468,PRLHR,GNA13,SIGNOR:31160049
12469,HIPK2,PDX1,ProtMapper:20637728;ProtMapper:28036027;SIGNOR:20637728;dbPTM:20637728;iPTMnet:20637728
12470,PPP2R5C,RPS6KB1,SIGNOR:20444422
12471,MAPK8,STAT6,PhosphoSite:21123173;ProtMapper:21123173;SIGNOR:21123173;iPTMnet:21123173
12472,DDB1,E2F1,SIGNOR:9418871
12473,IKBKB,CDKN2A,ProtMapper:20152798;ProtMapper:21619050;ProtMapper:29292732;SIGNOR:20152798;iPTMnet:20152798
12474,L3MBTL2,MDC1,SIGNOR:31225475
12475,PHKG1,PYGL,SIGNOR:22225877;iPTMnet:22225877
12476,EFNA3,EPHA4,Baccin2019:933086312496762;CellChatDB:15114347;Cellinker:15114347;HPRD:12496762;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:12496762;connectomeDB2020:9330863
12477,PRKCG,GRIN1,HPRD:10862698;SIGNOR:15936117;iPTMnet:15936117
12478,S1PR3,GNAL,SIGNOR:31160049
12479,PTPN6,CASP8,Adhesome:18086677;DEPOD:18086677;ProtMapper:18086677;SIGNOR:18086677
12480,MAP4K1,LCP2,HPRD:11487585;KEA:17353368;ProtMapper:17353368;ProtMapper:21949020;ProtMapper:22105350;ProtMapper:28107427;SIGNOR:17353368;iPTMnet:17353368;phosphoELM:17353368
12481,PRKACG,MYBPC3,ProtMapper:20151718;SIGNOR:20151718;iPTMnet:20151718
12482,GPR174,GNAL,SIGNOR:31160049
12483,ROCK1,KCNK3,PhosphoSite:21357689;PhosphoSite:21838752;ProtMapper:21838752;SIGNOR:21838752;iPTMnet:21838752
12484,PTK2,ATP2B4,KEA:12540962;KEA:9182531;PhosphoSite:12540962;PhosphoSite:25847233;SIGNOR:12540962;iPTMnet:12540962
12485,MRGPRX1,GNAZ,SIGNOR:31160049
12486,MMP3,DCN,HPRD:9148753;SIGNOR:9148753
12487,RIMS1,CACNA1D,SIGNOR:28642685
12488,CDK1,NUP98,ProtMapper:21335236;ProtMapper:25247763;SIGNOR:21335236;iPTMnet:21335236
12489,FBXW7,GATA2,SIGNOR:25670854
12490,RPS6KA1,ESR1,HPRD-phos:11139588;HPRD-phos:11432835;HPRD-phos:11507039;HPRD-phos:12093745;HPRD-phos:9528769;HPRD:11139588;HPRD:11432835;HPRD:11507039;HPRD:12093745;HPRD:9528769;KEA:10949034;KEA:11139588;KEA:11432835;KEA:11507039;KEA:12093745;KEA:12118371;KEA:15059947;KEA:15461668;KEA:15528270;KEA:16076840;KEA:7491495;KEA:7838153;KEA:9528769;ProtMapper:10411321;ProtMapper:25336146;ProtMapper:30034315;ProtMapper:7838153;ProtMapper:9528769;SIGNOR:7838153;iPTMnet:11139588;iPTMnet:11432835;iPTMnet:11507039;iPTMnet:12093745;iPTMnet:19925796;iPTMnet:7838153;iPTMnet:9528769
12491,MAPK3,TH,HPRD:1347949;KEA:14570886;KEA:1973163;ProtMapper:19945993;ProtMapper:23321789;ProtMapper:23970867;ProtMapper:7901013;SIGNOR:7901013;iPTMnet:1347949;iPTMnet:7901013
12492,ACP1,SRC,DEPOD:19088431;ProtMapper:19088431;SIGNOR:19088431
12493,RAP1GDS1,KRAS,HPRD:11948427;InnateDB:11948427;Lit-BM-17:11948427;Lit-BM-17:20709748;SIGNOR:21242305;SPIKE_LC:16189514
12494,MAST3,PTEN,HPRD:15951562;Lit-BM-17:15951562;SIGNOR:15951562;SPIKE_LC:15951562;SPIKE_LC:17145710
12495,CDKN1A,CDK6,HPRD:15232106;Lit-BM-17:15232106;Lit-BM-17:20102411;SIGNOR:7626805;SPIKE_LC:15232106;SPIKE_LC:16713569
12496,CDK6,CDKN1A,HPRD:15232106;KEA:15964852;Lit-BM-17:15232106;Lit-BM-17:20102411;ProtMapper:16508017;ProtMapper:19440234;ProtMapper:22375140;ProtMapper:25121590;SIGNOR:16508017;SPIKE_LC:15232106;SPIKE_LC:16713569;iPTMnet:16508017
12497,GNAS,SRC,SIGNOR:11007482
12498,PTH,PTH2R,CellTalkDB:7797535;Cellinker:7797535;Cellinker:9482662;HPMR:7797535;HPRD:9482662;ICELLNET:7797535;LRdb:7797535;LRdb:948;SIGNOR:11861531;connectomeDB2020:7797535;connectomeDB2020:9482662
12499,WWP2,POU5F1,BioGRID:22387393;IntAct:19274063;SIGNOR:19274063
12500,FYN,PTPRF,Adhesome:12496362;Adhesome:18854310;HPRD-phos:12496362;HPRD:12496362;KEA:12496362;SIGNOR:12496362;iPTMnet:12496362
12501,PTPRF,FYN,Adhesome:12496362;Adhesome:18854310;HPRD:12496362;ProtMapper:12496362;SIGNOR:12496362
12502,GNG2,PIK3CA,SIGNOR:16537363;SIGNOR:17419683
12503,MAPK3,PPARG,ProtMapper:18596912;SIGNOR:11733495;SIGNOR:18596912;iPTMnet:11733495
12504,CASP3,STK4,ELM:11278283;ELM:11278782;HPRD-phos:11278283;HPRD-phos:11278782;HPRD-phos:9545236;HPRD:11278283;HPRD:11278782;HPRD:9545236;SIGNOR:11517310
12505,CMA1,EDN1,HPRD:9257865;SIGNOR:9257865
12506,PICK1,BNC1,Lit-BM-17:11802773;SIGNOR:11802773
12507,NFATC2,MEF2A,SIGNOR:11796223
12508,RPS6KA1,YBX1,ProtMapper:19036157;ProtMapper:28415756;SIGNOR:19036157;iPTMnet:19036157
12509,INSR,PTK2,Adhesome:7529876;Adhesome:9507031;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19664994;HPRD-phos:20068231;HPRD-phos:7529876;HPRD-phos:9507031;HPRD:7529876;HPRD:9507031;KEA:16153436;KEA:17570479;KEA:7529876;KEA:9507031;ProtMapper:9507031;SIGNOR:9507031;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19664994;iPTMnet:20068231;iPTMnet:7529876;iPTMnet:9507031
12510,PTK2,INSR,Adhesome:7529876;Adhesome:9507031;HPRD:7529876;HPRD:9507031
12511,VCP,RIGI,SIGNOR:26471729
12512,CSNK2A1,DAXX,PhosphoSite:21474068;ProtMapper:21474068;SIGNOR:21474068;iPTMnet:21474068
12513,RABGGTA,RAB3A,SIGNOR:18532927
12514,GTF2I,USF2,SIGNOR:21282467
12515,RAB6A,VPS13B,SIGNOR:25492866
12516,AKT2,CASP9,ACSN:9812896;ProtMapper:15004527;ProtMapper:9812896;SIGNOR:15004527;SIGNOR:9812896;iPTMnet:15004527;iPTMnet:9812896
12517,RIMBP3C,RIMS1,SIGNOR:11988172
12518,CDK2,ZC3HC1,ProtMapper:17389604;SIGNOR:17389604;iPTMnet:17389604
12519,NDRG1,RAB4A,SIGNOR:17786215
12520,EZR,FES,DOMINO:18046454;IntAct:18046454;Lit-BM-17:18046454;SIGNOR:18046454;SPIKE_LC:18046454
12521,CSNK2A1,STARD10,PhosphoSite:17561512;ProtMapper:17561512;SIGNOR:17561512;iPTMnet:17561512
12522,SETD2,TUBA1B,SIGNOR:27518565
12523,CHEK1,TP73,KEA:14585975;PhosphoSite:14585975;ProtMapper:14585975;ProtMapper:18524021;ProtMapper:22084676;ProtMapper:23508805;SIGNOR:14585975;iPTMnet:14585975;phosphoELM:14585975
12524,MAPKAPK2,UBE2J1,ProtMapper:24020373;ProtMapper:26119506;SIGNOR:24020373;iPTMnet:24020373
12525,AKT1,RNF11,PhosphoSite:16123141;ProtMapper:16123141;SIGNOR:16123141;dbPTM:16123141;iPTMnet:16123141
12526,STK11,BRSK2,KEA:14976552;PhosphoSite:23629625;ProtMapper:14976552;ProtMapper:16870137;SIGNOR:14976552;dbPTM:14976552;dbPTM:18339622;iPTMnet:14976552;phosphoELM:14976552
12527,USP9X,UBA52,SIGNOR:26235645
12528,EIF2AK2,PPP2R5A,BioGRID:10866685;HPRD:10866685;KEA:10866685;PhosphoSite:10866685;PhosphoSite:18957415;ProtMapper:18957415;SIGNOR:18957415;iPTMnet:10866685;iPTMnet:18957415
12529,RPS6KA5,H3-3A,ProtMapper:10464286;ProtMapper:14625384;ProtMapper:15994958;ProtMapper:18508628;SIGNOR:10464286;SIGNOR:14625384;SIGNOR:15994958;SIGNOR:18508628;iPTMnet:10464286;iPTMnet:14625384;iPTMnet:15994958;iPTMnet:18508628
12530,CDK1,KRT18,HPRD-phos:15368451;HPRD-phos:18669648;HPRD-phos:19007248;HPRD-phos:19415658;HPRD-phos:20068231;HPRD-phos:9524113;HPRD:15368451;HPRD:9524113;KEA:15368451;KEA:16083285;KEA:9524113;ProtMapper:10623656;ProtMapper:9524113;SIGNOR:9524113;dbPTM:15368451;dbPTM:16083285;dbPTM:18669648;dbPTM:19007248;dbPTM:9524113;iPTMnet:15368451;iPTMnet:18669648;iPTMnet:19007248;iPTMnet:19415658;iPTMnet:20068231;iPTMnet:9524113
12531,MDN1,PELP1,SIGNOR:27814492
12532,FGFR2,GRB2,InnateDB:19735729;IntAct:22726438;Lit-BM-17:22726438;PhosphoSite:20554525;PhosphoSite:26103942;ProtMapper:23420874;ProtMapper:26103942;SIGNOR:22726438;iPTMnet:22726438
12533,PRKACA,GRIA4,HPRD-phos:10366608;HPRD:10366608;KEA:10366608;ProtMapper:12536214;SIGNOR:12536214;SPIKE_LC:10366608;iPTMnet:10366608;iPTMnet:12536214
12534,PRKACA,ACACA,KEA:2900138;KEA:7907095;SIGNOR:2900138;iPTMnet:2900138;phosphoELM:2900138;phosphoELM:7907095
12535,PLK1,SUN1,ProtMapper:25482198;SIGNOR:25482198;iPTMnet:25482198
12536,CDK1,TP73,HPRD-phos:12676926;HPRD:12676926;KEA:12676926;ProtMapper:12676926;ProtMapper:15985436;ProtMapper:17620410;SIGNOR:12676926;iPTMnet:12676926
12537,WNK1,SYT2,HPRD:15350218;KEA:15350218;ProtMapper:15350218;SIGNOR:15350218;iPTMnet:15350218
12538,CSNK2A1,ABCF1,PhosphoSite:17894550;ProtMapper:17894550;SIGNOR:17894550;iPTMnet:17894550
12539,PPP1CA,CASP9,ACSN:12792650;ACSN:16888006;DEPOD:16888006;ProtMapper:16888006;ProtMapper:22311969;SIGNOR:16888006;SIGNOR:22311969
12540,BMP1,COL5A2,HPRD-phos:11741999;HPRD:11741999;SIGNOR:11741999
12541,MAPK1,DDHD1,SIGNOR:11328814;iPTMnet:11328814
12542,PRKACA,RHOA,Adhesome:12654918;Adhesome:8599934;HPRD-phos:12654918;HPRD:12654918;KEA:12654918;PhosphoSite:11162591;PhosphoSite:12654918;PhosphoSite:15890975;PhosphoSite:16109481;PhosphoSite:20591975;PhosphoSite:21572420;PhosphoSite:34088899;ProtMapper:12654918;SIGNOR:12654918;iPTMnet:12654918
12543,RHOA,PRKACA,Adhesome:12654918;Adhesome:8599934;HPRD:12654918
12544,ABL1,SPTLC1,PhosphoSite:23629659;ProtMapper:23629659;SIGNOR:23629659;iPTMnet:23629659
12545,WNK3,SLC12A7,SIGNOR:21613606
12546,PRKACA,KCNK9,ProtMapper:21357689;SIGNOR:21357689;iPTMnet:21357689
12547,GRPR,GNAI3,SIGNOR:31160049
12548,SMAD3,FOXA1,SIGNOR:18003659
12549,RASGEF1A,HRAS,SIGNOR:19201597
12550,PTPRG,BLNK,ProtMapper:25624455;SIGNOR:25624455
12551,FUS,GEMIN6,SIGNOR:23022481
12552,RPA2,ATRIP,SIGNOR:20068082
12553,MYLK2,MEF2C,PhosphoSite:21556048;ProtMapper:21556048;SIGNOR:21556048;iPTMnet:21556048
12554,ABL1,DGCR8,ProtMapper:27182551;SIGNOR:26126715;iPTMnet:26126715
12555,CSNK2B,BID,HPRD-phos:11583622;HPRD:11583622;KEA:11583622;ProtMapper:11583622;SIGNOR:11583622;iPTMnet:11583622
12556,ADAM10,ERBB2,SIGNOR:26284334
12557,HCRTR1,GNA14,SIGNOR:31160049
12558,CDK2,PRDX1,ProtMapper:11986303;SIGNOR:11986303;iPTMnet:11986303
12559,STK3,MOB1A,IntAct:23972470;PhosphoSite:18362890;PhosphoSite:32513747;ProtMapper:18362890;ProtMapper:21808241;ProtMapper:23431053;ProtMapper:30038061;SIGNOR:18362890;SIGNOR:21808241;SIGNOR:23431053;dbPTM:18362890;iPTMnet:18362890;iPTMnet:21808241;iPTMnet:23431053
12560,CSNK2B,USO1,HPRD-phos:10931861;HPRD-phos:11396975;HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19651622;HPRD-phos:19664995;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:9478999;HPRD:10931861;HPRD:11396975;HPRD:9478999;KEA:10931861;KEA:11396975;KEA:9478999;ProtMapper:10931861;SIGNOR:10931861
12561,SETDB2,H3-3A,SIGNOR:20404330
12562,ADRB1,GNA14,SIGNOR:31160049
12563,SGK1,NDRG1,KEA:17570479;PhosphoSite:20416281;PhosphoSite:33003561;ProtMapper:15461589;ProtMapper:18787837;ProtMapper:19602587;ProtMapper:20416281;ProtMapper:23581296;ProtMapper:24265802;ProtMapper:25273559;ProtMapper:25712528;ProtMapper:26379195;ProtMapper:26500492;ProtMapper:26809587;ProtMapper:27894074;ProtMapper:28775290;ProtMapper:29150437;SIGNOR:18787837;SIGNOR:20416281;dbPTM:15302935;dbPTM:16964243;dbPTM:17081983;dbPTM:18669648;dbPTM:18787837;dbPTM:19369195;dbPTM:19413330;dbPTM:19690332;iPTMnet:15461589;iPTMnet:18787837;iPTMnet:20416281
12564,PRKCI,NOS3,ProtMapper:24379783;SIGNOR:24379783;iPTMnet:24379783
12565,EIF2B1,EIF2S3,SIGNOR:15054402
12566,RANGAP1,MYCBP2,SIGNOR:26304119
12567,USP8,BACE1,SIGNOR:27302062
12568,EPHB2,NRCAM,SIGNOR:24023801;iPTMnet:24023801
12569,EPHB1,NRCAM,SIGNOR:24023801;iPTMnet:24023801
12570,HCRTR1,GNA15,SIGNOR:31160049
12571,FBXO9,TELO2,IntAct:23263282;SIGNOR:23263282
12572,TTC19,CHMP4B,SIGNOR:20208530
12573,TOR1AIP1,VIM,SIGNOR:16361107
12574,GCHFR,GCH1,HPRD:8702680;SIGNOR:11361142;SPIKE_LC:16696853;SPIKE_LC:17145710
12575,CDK2,ESR1,KEA:17570479;PhosphoSite:22431515;PhosphoSite:23770852;ProtMapper:10428798;ProtMapper:23390529;ProtMapper:23770852;SIGNOR:10428798;SIGNOR:23390529;dbPTM:10428798;iPTMnet:10428798;iPTMnet:23390529
12576,MCTS1,DENR,HPRD:16169070;IntAct:16169070;IntAct:21516116;IntAct:32296183;SIGNOR:17878526;SPIKE_LC:16169070
12577,FUS,DHX9,SIGNOR:27460707
12578,CDK1,NUSAP1,PhosphoSite:22101338;ProtMapper:22101338;SIGNOR:22101338;iPTMnet:22101338
12579,PARD6A,PRKCA,SIGNOR:22544755
12580,LYN,LPXN,Adhesome:17640867;KEA:17640867;ProtMapper:17640867;SIGNOR:17640867;dbPTM:17640867;dbPTM:20543562;iPTMnet:17640867
12581,PAK1,ARHGEF2,Adhesome:14970201;HPRD-phos:14970201;HPRD-phos:18669648;HPRD:14970201;KEA:14970201;PhosphoSite:20406887;PhosphoSite:22072711;PhosphoSite:24352660;ProtMapper:14970201;ProtMapper:19667072;ProtMapper:28096473;ProtMapper:29036929;SIGNOR:19667072;dbPTM:14970201;dbPTM:17488622;dbPTM:18669648;dbPTM:19690332;iPTMnet:14970201;iPTMnet:18669648;iPTMnet:19667072;phosphoELM:14970201
12582,PKN1,ARHGEF2,ProtMapper:14970201;SIGNOR:14970201;iPTMnet:14970201
12583,ACD,TERT,SIGNOR:17237768
12584,FBXO9,TTI1,IntAct:23263282;SIGNOR:23263282
12585,BMPR1B,SMAD9,ProtMapper:11792802;SIGNOR:19620713
12586,GMPS,TP53,SIGNOR:24462112
12587,PRKACA,GSK3B,HPRD-phos:12054501;HPRD-phos:18669648;HPRD-phos:18691976;HPRD:12147701;IntAct:11035810;KEA:11035810;KEA:12054501;KEA:12147701;KEA:15845746;KEA:16039586;KEA:16522636;KEA:16543730;KEA:8524413;ProtMapper:19836308;SIGNOR:19836308;iPTMnet:11035810;iPTMnet:12054501;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:19836308
12588,CYTH2,ARF6,BioGRID:9417041;HPRD:9417041;SIGNOR:14565977;SPIKE_LC:16189514
12589,MAS1,FLNA,SIGNOR:26460884
12590,APBA1,CASK,BioGRID:9952408;ELM:21763699;ELM:9952408;HPRD:9753324;HPRD:9822620;HPRD:9952408;SIGNOR:11036064
12591,FGFR1,CTTN,KEA:12601080;KEA:15592455;KEA:15951569;ProtMapper:12601080;SIGNOR:12601080;iPTMnet:12601080;phosphoELM:12601080
12592,SMO,FYN,SIGNOR:18455992;SIGNOR:23074268
12593,PRKCD,C5AR1,ProtMapper:10636859;ProtMapper:12464600;ProtMapper:17145764;SIGNOR:10636859;SIGNOR:12464600;SIGNOR:17145764;iPTMnet:10636859;iPTMnet:12464600;iPTMnet:17145764
12594,PRKAA1,HDAC4,SIGNOR:21565617
12595,MAPK3,PAK1,ProtMapper:14993270;SIGNOR:14993270;iPTMnet:14993270
12596,TAGLN2,ACTB,SIGNOR:21577206
12597,CLCF1,CNTFR,CellTalkDB:10966616;HPRD:10966616;HPRD:11285233;HPRD:11294841;LRdb:10966616;LRdb:11285233;LRdb:11294841;SIGNOR:10966616;connectomeDB2020:10966616;connectomeDB2020:11285233;connectomeDB2020:11294841
12598,TRIM27,STK38L,SIGNOR:35670107
12599,PRKCD,TP73,PhosphoSite:12097319;ProtMapper:12097319;ProtMapper:21188172;SIGNOR:12097319;iPTMnet:12097319
12600,CDK1,PPP1CA,KEA:10880350;KEA:12202491;KEA:18088087;KEA:9122166;KEA:97225924;Lit-BM-17:17274640;ProtMapper:12202491;ProtMapper:17202132;SIGNOR:12202491;SPIKE_LC:17145710;iPTMnet:12202491;iPTMnet:22367880;iPTMnet:9122166;phosphoELM:9122166
12601,SMAD7,TAB3,InnateDB:17384642;SIGNOR:17384642
12602,PRKCG,GRIN2B,HPRD-phos:11306676;HPRD-phos:12147342;HPRD-phos:8940188;HPRD:11306676;HPRD:12147342;HPRD:8940188;KEA:11306676;KEA:12147342;KEA:8940188;ProtMapper:11306676;SIGNOR:11306676;iPTMnet:11306676;iPTMnet:12147342;iPTMnet:8940188
12603,PRKCE,RPS6KB2,HPRD:16810323;KEA:12529391;ProtMapper:12529391;SIGNOR:12529391;iPTMnet:12529391;phosphoELM:12529391
12604,SEMA3A,PLXNA4,Baccin2019:15721238;CellTalkDB:15721238;HPMR:15721238;HPMR:15814794;LRdb:15721238;SIGNOR:25335892;connectomeDB2020:15721238
12605,DISC1,NDEL1,DIP:20880836;HPRD:12506198;HPRD:12812986;IntAct:12812986;IntAct:29961565;IntAct:31413325;Lit-BM-17:12506198;Lit-BM-17:12812986;Lit-BM-17:14962739;Lit-BM-17:17043677;Lit-BM-17:20880836;SIGNOR:17202468;SPIKE_LC:12812986;SPIKE_LC:17145710
12606,PRKACA,DNAJC5,HPRD-phos:17322306;HPRD-phos:17924679;HPRD-phos:18088087;HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:18707149;HPRD-phos:18767875;HPRD-phos:19651622;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:20230923;HPRD:11604405;HPRD:14997482;KEA:11604405;KEA:14997482;KEA:16083285;KEA:17081983;PhosphoSite:14997482;PhosphoSite:18951872;PhosphoSite:24956274;ProtMapper:18951872;SIGNOR:18951872;iPTMnet:17322306;iPTMnet:17924679;iPTMnet:18088087;iPTMnet:18452278;iPTMnet:18669648;iPTMnet:18707149;iPTMnet:18767875;iPTMnet:18951872;iPTMnet:19651622;iPTMnet:19664995;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:20230923
12607,DDX1,DDX21,SIGNOR:21703541
12608,NLRX1,PCBP2,SIGNOR:28956771
12609,P2RY6,GNA15,SIGNOR:31160049
12610,SLBP,H2BC9,SIGNOR:19155325
12611,F2RL2,GNAI3,SIGNOR:31160049
12612,USP45,SPDL1,SIGNOR:30258100
12613,EDNRA,GNA14,SIGNOR:31160049
12614,CGA,TSHR,HPMR:15571461;NetPath:20181794;SIGNOR:12045258
12615,DCAF7,DYRK1B,HPRD:14593110;IntAct:20940704;SIGNOR:14593110;SPIKE_LC:16189514
12616,PRKAA2,PFKFB2,ACSN:11069105;HPRD-phos:12853467;HPRD-phos:17924679;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:12853467;HPRD:1322130;KEA:12853467;KEA:1322130;ProtMapper:11069105;SIGNOR:11069105;dbPTM:11069105;dbPTM:17924679;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:11069105;iPTMnet:12853467;iPTMnet:17924679;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:20068231
12617,FYN,JUP,HPRD:14517306;KEA:14517306;ProtMapper:14517306;SIGNOR:14517306;iPTMnet:14517306
12618,MAPK1,PGR,KEA:10628747;KEA:10655479;KEA:12529413;ProtMapper:10655479;ProtMapper:15212693;SIGNOR:10655479;dbPTM:10628747;dbPTM:10655479;dbPTM:11110801;dbPTM:15798179;dbPTM:17173941;dbPTM:17717077;dbPTM:18202149;dbPTM:8702648;iPTMnet:10655479;iPTMnet:12529413;phosphoELM:10655479;phosphoELM:12529413
12619,PAK1,ARPC1B,HPRD-phos:14749719;HPRD:14749719;KEA:14749719;ProtMapper:14749719;ProtMapper:20603326;ProtMapper:25472536;ProtMapper:28007610;SIGNOR:14749719;iPTMnet:14749719
12620,PAK4,SYNJ1,SIGNOR:22371566
12621,HIPK1,PAGE4,ProtMapper:22126352;ProtMapper:24559171;ProtMapper:27270343;ProtMapper:28289210;ProtMapper:28362316;ProtMapper:29560343;SIGNOR:24559171;iPTMnet:24559171
12622,CSNK1A1,FOXO3,ProtMapper:20110348;SIGNOR:19188143;SIGNOR:20110348;iPTMnet:20110348
12623,KIF7,GLI3,NetPath:19549984;SIGNOR:19592253
12624,PTK2,ACTN4,ProtMapper:23454549;SIGNOR:23454549;iPTMnet:23454549
12625,PAK2,JUN,ProtMapper:21177766;SIGNOR:21177766;dbPTM:21177766;iPTMnet:21177766
12626,CSDE1,FOS,SIGNOR:15314026
12627,MYO9B,CDC42,SIGNOR:32203420
12628,PDGFRB,PTK2,HPRD:10806474;ProtMapper:20802513;SIGNOR:20802513;SPIKE_LC:16713569;iPTMnet:20802513
12629,CDC14B,APC,SIGNOR:18662541
12630,CSNK2B,SET,SIGNOR:23374587;iPTMnet:23374587
12631,PDE4DIP,MYBPC3,Lit-BM-17:21569246;SIGNOR:21569246
12632,SOX9,OTX2,SIGNOR:20530484
12633,OBSCN,ANK2,HPRD:12527750;SIGNOR:19840192;SPIKE_LC:12527750
12634,RPS6KA1,CIC,PhosphoSite:33103082;ProtMapper:21087211;SIGNOR:21087211;iPTMnet:21087211
12635,SPRY4,RAF1,HPRD:12717443;InnateDB:12717443;SIGNOR:12717443
