,from,to,references
12636,AKT3,BRAF,PhosphoSite:10869359;PhosphoSite:11293329;ProtMapper:10869359;ProtMapper:19493313;SIGNOR:10869359;iPTMnet:10869359;iPTMnet:18451171
12637,SRC,SRCIN1,Adhesome:17525734;DOMINO:17525734;SIGNOR:8647432
12638,NLGN4X,NRXN3,SIGNOR:18923512
12639,STXBP4,STX4,HPRD:10394363;HPRD:12855681;SIGNOR:15753124
12640,RAB4A,RUFY1,HPRD:11172003;Lit-BM-17:14617813;Lit-BM-17:20534812;SIGNOR:20534812
12641,SIRT5,GLS,SIGNOR:30910998
12642,OGT,PFKM,SIGNOR:26399441
12643,AKT2,BAD,ACSN:10230394;ACSN:10558990;ACSN:10611223;ACSN:10837486;ACSN:11493700;ACSN:11882383;ACSN:12040186;ACSN:12954615;ACSN:15280015;ACSN:17270021;ACSN:17680028;ACSN:18218901;ACSN:20028971;ACSN:20214616;ACSN:20398329;ACSN:21303971;ACSN:21506126;ACSN:22094462;ACSN:8929531;ACSN:9346240;ACSN:9381178;ProtMapper:10516287;ProtMapper:10949026;ProtMapper:11438654;ProtMapper:15452053;SIGNOR:10949026;iPTMnet:10949026
12644,C1QBP,C1QA,HPRD:8195709;IntAct:28018340;IntAct:34804054;SIGNOR:28018340
12645,LYN,MAP4K1,HPRD:11514608;KEA:11487585;KEA:11514608;KEA:17570479;ProtMapper:11514608;SIGNOR:11514608;iPTMnet:11514608
12646,SRC,CDCP1,DOMINO:15851033;HPRD-phos:14739293;HPRD:14739293;IntAct:15851033;IntAct:21725358;KEA:14739293;KEA:15851033;PhosphoSite:15851033;PhosphoSite:18269919;PhosphoSite:23300860;PhosphoSite:25728678;PhosphoSite:25876044;ProtMapper:14739293;ProtMapper:15851033;ProtMapper:21397667;ProtMapper:23300860;ProtMapper:25876044;SIGNOR:14739293;SPIKE_LC:15851033;iPTMnet:14739293
12647,OXTR,GNAQ,SIGNOR:30739093;SIGNOR:31160049
12648,MAPK3,EPS8,SIGNOR:19564905;iPTMnet:19564905
12649,PRKCB,GRM5,HPRD:15894802;KEA:15894802;ProtMapper:15894802;SIGNOR:15894802;iPTMnet:15894802
12650,BCAR1,PKN3,SIGNOR:30422386
12651,MAPK14,CDX2,HPRD:16027724;KEA:16027724;KEA:17570479;ProtMapper:16027724;SIGNOR:16027724;iPTMnet:16027724
12652,CDK4,MYOD1,BioGRID:10601020;HPRD:10022835;HPRD:10601020;Lit-BM-17:10022835;Lit-BM-17:10601020;SIGNOR:21902831
12653,GLDN,ANK3,SIGNOR:19840192
12654,ANKRD28,PPP1CC,SIGNOR:17023142
12655,DAB2IP,MAP3K5,ACSN:15310755;ACSN:18292600;ACSN:9774977;DOMINO:12813029;HPRD:12813029;InnateDB:15310755;SIGNOR:27858941;SPIKE_LC:12813029
12656,PRKACA,GRIK2,ProtMapper:8094892;SIGNOR:8094892;iPTMnet:8094892
12657,PRKCA,GRM5,HPRD:15894802;HPRD:9242710;KEA:15894802;KEA:9242710;ProtMapper:15894802;SIGNOR:15894802;iPTMnet:15894802;iPTMnet:9242710
12658,NUMA1,TUBG1,SIGNOR:11956313
12659,ABL2,PSMA7,ProtMapper:16678104;SIGNOR:16678104;dbPTM:16678104;iPTMnet:16678104
12660,STAT5A,FOXP3,SIGNOR:18270368
12661,CSNK2A2,CLTB,HPRD:2874131;HPRD:3128543;KEA:2874131;KEA:3128543;ProtMapper:3128543;SIGNOR:3128543;iPTMnet:2874131;iPTMnet:3128543
12662,GTF2H2,ESR1,SIGNOR:10949034;iPTMnet:10949034
12663,SYN2,ACTB,SIGNOR:15265865
12664,MDM2,EP300,HPRD:9809062;SIGNOR:11070080;SPIKE_LC:16713569
12665,PRKCA,LMNA,HPRD-phos:16565220;HPRD-phos:16964243;HPRD-phos:17924679;HPRD-phos:18212344;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:18707149;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19562805;HPRD-phos:19651622;HPRD-phos:19664995;HPRD-phos:19691289;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:7925482;HPRD-phos:8477740;HPRD:12112001;HPRD:7925482;HPRD:8477740;KEA:16083285;KEA:16565220;KEA:17081983;KEA:7925482;KEA:8477740;KEA:93238752;KEA:95010153;ProtMapper:7925482;ProtMapper:8477740;SIGNOR:7925482;SIGNOR:8477740;iPTMnet:16565220;iPTMnet:16964243;iPTMnet:17924679;iPTMnet:18212344;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:18707149;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19415658;iPTMnet:19562805;iPTMnet:19651622;iPTMnet:19664995;iPTMnet:19691289;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:7925482;iPTMnet:8477740
12666,PRKCE,GRM5,HPRD:15894802;KEA:15894802;ProtMapper:15894802;SIGNOR:15894802;iPTMnet:15894802
12667,GSK3B,MAP2K1,KEA:17570479
12668,MAP2K1,GSK3B,KEA:15020233;KEA:16964243;KEA:17081983;KEA:17192257;KEA:8382613;PhosphoSite:14617795;PhosphoSite:17188038;PhosphoSite:18547980;PhosphoSite:21105670;PhosphoSite:30711629;ProtMapper:15020233;SIGNOR:15020233;iPTMnet:15020233;phosphoELM:15020233
12669,PRKCA,NKX3-1,PhosphoSite:11980664;ProtMapper:11980664;SIGNOR:11980664;iPTMnet:11980664
12670,FPR1,GNAI3,SIGNOR:31160049
12671,PRKACA,HDAC5,ProtMapper:22865920;SIGNOR:22865920;iPTMnet:20716686;iPTMnet:22865920
12672,PRKCD,NCF4,HPRD-phos:9804763;HPRD:9804763;KEA:15035643;KEA:9804763;ProtMapper:9804763;SIGNOR:9804763;iPTMnet:9804763
12673,UBXN8,VCP,IntAct:29997244;Lit-BM-17:18775313;Lit-BM-17:21949850;Lit-BM-17:25078495;Lit-BM-17:26389662;SIGNOR:21949850
12674,GTF2I,ARID3A,SIGNOR:16738337;SPIKE_LC:16738337
12675,SLBP,H2AC14,SIGNOR:19155325
12676,WNT9A,CHRNA1,SIGNOR:22309736
12677,CDK5,AR,PhosphoSite:17043241;PhosphoSite:21799006;PhosphoSite:22014572;PhosphoSite:22275373;PhosphoSite:25982277;PhosphoSite:27902483;PhosphoSite:29423094;PhosphoSite:30414425;PhosphoSite:32846021;PhosphoSite:33038264;PhosphoSite:33932081;PhosphoSite:33974920;PhosphoSite:33994848;PhosphoSite:7565807;ProtMapper:21799006;ProtMapper:24424504;ProtMapper:25691442;ProtMapper:25851605;ProtMapper:27917404;SIGNOR:21799006;iPTMnet:21799006
12678,MN1,MYBBP1A,SIGNOR:12569362
12679,WNT10A,LRP6,SIGNOR:15578921
12680,S100A4,MYH9,DIP:20421509;DIP:22483112;HPRD:15289939;HPRD:9405067;IntAct:20421509;IntAct:22460785;IntAct:22483112;IntAct:31837246;SIGNOR:16707441
12681,NLGN4Y,NRXN3,SIGNOR:18923512
12682,PAK2,MKNK1,HPRD-phos:15234964;HPRD:15234964;KEA:15234964;ProtMapper:15234964;SIGNOR:15234964;iPTMnet:15234964
12683,SEC23IP,SEC23A,SIGNOR:10400679
12684,SYT1,SNAP25,BioGRID:10692432;BioGRID:12062043;HPRD:10692432;SIGNOR:16679567
12685,ARHGEF10,CDC42,SIGNOR:32203420
12686,AGTR1,GNA14,SIGNOR:31160049
12687,SRC,PTEN,PhosphoSite:21532586;PhosphoSite:22891331;ProtMapper:24830552;SIGNOR:12869565
12688,RPL5,TP73,SIGNOR:25301064
12689,EZR,ROCK1,Adhesome:10970850;Adhesome:11387207;Adhesome:19255442;Adhesome:19386264;Adhesome:9856983;HPRD:10970850;HPRD:11387207
12690,ROCK1,EZR,ACSN:10047517;ACSN:10970850;ACSN:12045227;ACSN:12778124;ACSN:12802084;ACSN:7579708;ACSN:8522586;ACSN:8527459;ACSN:9287351;Adhesome:10970850;Adhesome:11387207;Adhesome:19255442;Adhesome:19386264;Adhesome:9856983;HPRD-phos:10970850;HPRD-phos:11387207;HPRD:10970850;HPRD:11387207;KEA:10970850;KEA:11387207;KEA:14504278;KEA:15531580;KEA:15843435;ProtMapper:19386264;SIGNOR:19386264;iPTMnet:10970850;iPTMnet:11387207;iPTMnet:19255442;iPTMnet:19386264;phosphoELM:10970850;phosphoELM:19255442;phosphoELM:19386264
12691,MECP2,MET,SIGNOR:24150225
12692,CDC25A,MAPK3,DEPOD:15672448;SIGNOR:15672448
12693,LYN,SLC4A1,HPRD-phos:10942405;HPRD-phos:2065070;HPRD:10942405;HPRD:16118313;HPRD:1998697;HPRD:2065070;KEA:10942405;KEA:1998697;KEA:2065070;PhosphoSite:32411010;PhosphoSite:32517126;ProtMapper:10942405;SIGNOR:10942405;iPTMnet:10942405;iPTMnet:1998697;iPTMnet:2065070;phosphoELM:10942405
12694,PITX1,POU1F1,HPRD:8755540;Lit-BM-17:8755540;SIGNOR:8755540
12695,PTPRJ,MAPK1,DEPOD:19494114;Lit-BM-17:19494114;ProtMapper:19494114;SIGNOR:12771128;SIGNOR:19494114;SPIKE_LC:19494114
12696,ROCK2,SH3GL2,PhosphoSite:16164598;ProtMapper:16164598;SIGNOR:16164598;iPTMnet:16164598
12697,USF1,JMJD1C,SIGNOR:32034158
12698,MAGEA3,TRIM28,IntAct:20864041;IntAct:21277283;Lit-BM-17:20864041;Lit-BM-17:21277283;SIGNOR:28394358
12699,DYRK1A,RCAN1,ACSN:12063245;ACSN:18455992;ACSN:19685005;ACSN:21709260;ACSN:21965663;ACSN:9932450;PhosphoSite:21965663;ProtMapper:12809556;ProtMapper:16126726;SIGNOR:12809556;SIGNOR:16126726;iPTMnet:12809556;iPTMnet:16126726;iPTMnet:21965663
12700,DNMBP,CDC42,SIGNOR:32203420
12701,SKOR1,LBX1,SIGNOR:15528197
12702,PRKCD,TRIM28,ProtMapper:18590578;SIGNOR:18590578;iPTMnet:18590578
12703,NLGN2,NRXN3,CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12704,NRXN3,NLGN2,SIGNOR:22626547
12705,ADORA2A,GNAI3,SIGNOR:31160049
12706,CSNK2A2,EEF1B2,HPRD-phos:14729942;HPRD-phos:15302935;HPRD-phos:15345747;HPRD-phos:17287340;HPRD-phos:17693683;HPRD-phos:18212344;HPRD-phos:18452278;HPRD-phos:18491316;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19415658;HPRD-phos:19651622;HPRD-phos:19664994;HPRD-phos:19664995;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:20166139;HPRD-phos:20230923;HPRD-phos:8547318;HPRD:14729942;HPRD:15302935;HPRD:15345747;HPRD:8547318;KEA:14729942;KEA:15302935;KEA:15345747;KEA:8547318;ProtMapper:8547318;SIGNOR:8547318;iPTMnet:14729942;iPTMnet:15302935;iPTMnet:15345747;iPTMnet:17287340;iPTMnet:17693683;iPTMnet:18212344;iPTMnet:18452278;iPTMnet:18491316;iPTMnet:18669648;iPTMnet:19413330;iPTMnet:19415658;iPTMnet:19651622;iPTMnet:19664994;iPTMnet:19664995;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:20166139;iPTMnet:20230923;iPTMnet:8547318
12707,AKT2,HSPB1,ProtMapper:19593530;SIGNOR:19593530;iPTMnet:19593530
12708,PRKCA,GFPT1,HPRD:10806197;KEA:10806197;KEA:9836513;ProtMapper:10806197;SIGNOR:10806197;iPTMnet:10806197
12709,DDX3X,PABPC1,IntAct:18596238;IntAct:21883093;IntAct:22872150;SIGNOR:21883093
12710,RNF4,NFYB,SIGNOR:15496512
12711,PRKCQ,GRM5,HPRD:15894802;KEA:15894802;ProtMapper:15894802;SIGNOR:15894802;iPTMnet:15894802
12712,NLGN3,NRXN3,CellTalkDB:8576240;HPRD:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12713,NRXN3,NLGN3,Cellinker:8576240;HPRD:8576240
12714,MET,GRB2,BioGRID:8662889;ELM:11063574;ELM:12475979;HPRD:11439336;HPRD:15546961;HPRD:7511210;HPRD:8662889;HPRD:9660480;SIGNOR:22128289
12715,IER3,PPP2R5C,HPRD:16456541;SIGNOR:16456541;SPIKE_LC:16456541
12716,MCRIP1,CTBP1,SIGNOR:25728771
12717,PIGG,PIGO,SIGNOR:15632136
12718,HDLBP,RAD51,SIGNOR:33941620
12719,ARHGEF26,CDC42,SIGNOR:32203420
12720,HTR7,GNAZ,SIGNOR:31160049
12721,CDC25A,CDK6,ACSN:1075565;ACSN:15279786;ACSN:17303408;ACSN:17568790;ACSN:17660363;ACSN:18073536;ACSN:18590585;ACSN:18786381;ACSN:7575488;SIGNOR:23429262
12722,RANBP17,TCF3,SIGNOR:20503194
12723,SKP2,CDKN1A,BioGRID:17477906;BioGRID:32035614;IntAct:16376880;IntAct:25241761;Lit-BM-17:13678583;Lit-BM-17:15980415;Lit-BM-17:16376880;Lit-BM-17:17477906;Lit-BM-17:17679094;Lit-BM-17:18794347;Lit-BM-17:19686743;Lit-BM-17:23261596;Lit-BM-17:25241761;SIGNOR:15998794;SPIKE_LC:16376880
12724,MC5R,GNAI3,SIGNOR:31160049
12725,PRKCB,IBTK,PhosphoSite:21482705;ProtMapper:21482705;SIGNOR:21482705;iPTMnet:21482705
12726,MPHOSPH10,IMP3,HPRD:12655004;SIGNOR:28813493
12727,CEP290,RAB8A,SIGNOR:18694559
12728,MIF,CXCR4,CellTalkDB:19665027;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771
12729,MAPK1,NDE1,HPRD-phos:12556484;HPRD-phos:18669648;HPRD-phos:20068231;HPRD:12556484;KEA:12556484;ProtMapper:12556484;SIGNOR:12556484;iPTMnet:12556484;iPTMnet:18669648;iPTMnet:20068231
12730,PERP,NFKB1,SIGNOR:25860612
12731,MAPK8,PPM1J,ELM:20865152;KEA:18553930;ProtMapper:18553930;SIGNOR:18553930;iPTMnet:18553930
12732,MAPK14,SMARCD3,SIGNOR:21902831
12733,CTSL,BGLAP,SIGNOR:9076588
12734,GNA13,ARHGEF12,BioGRID:11094164;HPRD:11094164;HPRD:12515866;SIGNOR:12024019
12735,STK11,MARK1,HPRD-phos:14517247;HPRD-phos:14976552;HPRD-phos:18691976;HPRD:14517247;HPRD:14976552;KEA:14517247;KEA:14976552;ProtMapper:14976552;SIGNOR:14976552;dbPTM:14976552;dbPTM:18691976;iPTMnet:14517247;iPTMnet:14976552;iPTMnet:18691976;phosphoELM:14976552
12736,ARHGEF5,RHOA,SIGNOR:32203420;SPIKE_LC:17145710
12737,ARHGAP21,RHOA,HPRD:15793564;SIGNOR:32203420
12738,RNF128,ARHGDIB,SIGNOR:17114425
12739,CSNK2A1,AKT1,ACSN:10671551;ACSN:10747897;ACSN:10837139;ACSN:11035045;ACSN:11689703;ACSN:11707428;ACSN:11972058;ACSN:16707567;ACSN:17374729;ACSN:17444818;ACSN:19662498;ACSN:20558317;ACSN:20976471;ACSN:21285348;ACSN:21506126;ELM:15818404;KEA:12149249;KEA:15818404;PhosphoSite:21735093;ProtMapper:15818404;ProtMapper:21735093;ProtMapper:29732088;SIGNOR:15818404;SIGNOR:21735093;iPTMnet:15818404;iPTMnet:21735093;phosphoELM:15818404
12740,CDK2,NPM1,BioGRID:11278991;BioGRID:18243139;HPRD-phos:11278991;HPRD-phos:17287340;HPRD-phos:17924679;HPRD-phos:18212344;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:11278991;HPRD:16376875;KEA:11278991;KEA:12058066;KEA:15190079;KEA:16083285;KEA:17081983;KEA:81161106;PhosphoSite:11278991;PhosphoSite:12058066;PhosphoSite:15190079;PhosphoSite:17535915;PhosphoSite:17942908;PhosphoSite:18165222;PhosphoSite:18243139;PhosphoSite:20333249;PhosphoSite:23840880;PhosphoSite:24998852;PhosphoSite:26993766;PhosphoSite:32076484;PhosphoSite:32092641;ProtMapper:11278991;ProtMapper:12058066;ProtMapper:19561638;ProtMapper:19933706;ProtMapper:19933848;ProtMapper:21272329;ProtMapper:22285574;ProtMapper:23627734;ProtMapper:24282525;ProtMapper:24282781;ProtMapper:24290756;ProtMapper:25531824;ProtMapper:25922180;ProtMapper:26123729;ProtMapper:27553022;ProtMapper:27998958;SIGNOR:11278991;SIGNOR:12058066;SIGNOR:19933706;dbPTM:16565220;dbPTM:17287340;dbPTM:18220336;dbPTM:18318008;dbPTM:18669648;dbPTM:18691976;dbPTM:19007248;dbPTM:19367720;dbPTM:19369195;dbPTM:19413330;dbPTM:19690332;iPTMnet:11278991;iPTMnet:12058066;iPTMnet:17287340;iPTMnet:17924679;iPTMnet:18212344;iPTMnet:19651622;iPTMnet:19933706;iPTMnet:20068231
12741,PRKACA,PTBP1,HPRD-phos:12851456;HPRD-phos:18669648;HPRD:12851456;KEA:12851456;PhosphoSite:12851456;SIGNOR:12851456;iPTMnet:12851456;iPTMnet:18669648
12742,PAFAH1B1,CLIP1,HPRD:11940666;Lit-BM-17:11940666;Lit-BM-17:12885786;SIGNOR:11940666
12743,KDR,PIK3R1,SIGNOR:11278468
12744,IFNW1,IFNAR2,CellTalkDB:11278538;InnateDB:21854986;LRdb:11278538;SIGNOR:11278538;connectomeDB2020:11278538
12745,HDAC3,SMAD7,SIGNOR:23213415
12746,SIRT7,SAR1A,SIGNOR:28790157
12747,AGTR1,GNG12,SIGNOR:21289285
12748,WIPI1,ATG16L1,SIGNOR:28561066
12749,MC4R,GNAQ,SIGNOR:31160049
12750,ELAVL2,ADAM10,SIGNOR:19221430
12751,ROCK1,DES,HPRD-phos:10574968;HPRD:10574968;KEA:10574968;KEA:12686604;ProtMapper:10574968;ProtMapper:12686604;SIGNOR:10574968;SIGNOR:12686604;iPTMnet:10574968
12752,HSPA9,MVD,HPRD:12646231;Lit-BM-17:12646231;SIGNOR:12646231
12753,ADAMTS4,ACAN,HPRD:10751421;HPRD:11854269;HPRD:14701864;HPRD:16188468;MatrixDB:19744558;SIGNOR:9202061
12754,PINK1,HTRA2,ProtMapper:17906618;ProtMapper:30013019;SIGNOR:17906618;iPTMnet:17906618
12755,ITCH,BID,SIGNOR:20392206
12756,JAK2,PRMT5,HPRD:10531356;Lit-BM-17:10531356;Lit-BM-17:21316606;PhosphoSite:21316606;ProtMapper:21316606;ProtMapper:25662273;SIGNOR:21316606;iPTMnet:21316606
12757,BUB1,BUB3,HPRD:11283619;HPRD:9660858;InnateDB:25416956;IntAct:21988832;IntAct:25416956;Lit-BM-17:16760428;Lit-BM-17:20220147;Lit-BM-17:21988832;Lit-BM-17:26148513;Lit-BM-17:26186194;Lit-BM-17:26496610;PhosphoSite:20057499;ProtMapper:20057499;SIGNOR:11402067;SPIKE_LC:16189514;iPTMnet:20057499
12758,CAMK2A,ANKS1B,SIGNOR:27477489
12759,CDK5,PPP1R1A,KEA:14966518;KEA:17400554;ProtMapper:11278334;ProtMapper:16772299;ProtMapper:20156529;ProtMapper:22777184;SIGNOR:11278334;iPTMnet:11278334
12760,MMP19,ACAN,HPRD:10922468;SIGNOR:10922468
12761,ARHGEF25,RAC1,SIGNOR:16314529
12762,ZNF318,AR,NetPath:15882980;SIGNOR:16469430
12763,AKT1,TP53RK,InnateDB:17712528;KEA:17712528;ProtMapper:17712528;ProtMapper:28412249;SIGNOR:17712528;iPTMnet:17712528
12764,PRKACA,ITGB4,ProtMapper:17615294;SIGNOR:17615294;iPTMnet:17615294
12765,TLN1,ITGB4,SIGNOR:19118207
12766,UFD1,AMFR,SIGNOR:17681147
12767,CDON,SPAG9,SIGNOR:17074887;SIGNOR:18678706
12768,MAPK1,EIF2AK2,ProtMapper:9528799;SIGNOR:9528799;iPTMnet:17404396;iPTMnet:9528799
12769,MAPKAPK2,AGO2,PhosphoSite:18476811;PhosphoSite:27117408;PhosphoSite:28683311;PhosphoSite:30154469;PhosphoSite:34117353;ProtMapper:18476811;ProtMapper:20626350;ProtMapper:22936947;ProtMapper:23603119;ProtMapper:27701455;ProtMapper:28757069;SIGNOR:20626350;iPTMnet:18476811;iPTMnet:20626350
12770,PPP5C,CILK1,DEPOD:16954377;KEA:16954377;ProtMapper:16954377;SIGNOR:16954377
12771,PPP2CA,CILK1,ProtMapper:15988018;SIGNOR:15988018
12772,PRKCB,PA2G4,HPRD-phos:11325528;HPRD-phos:20068231;HPRD:11325528;KEA:11325528;ProtMapper:11325528;SIGNOR:11325528;iPTMnet:11325528;iPTMnet:20068231
12773,GPR84,GNAI3,SIGNOR:31160049
12774,FGF5,FGFR2,Baccin2019:838682811876253;CellTalkDB:16597617;Cellinker:11876253;Cellinker:16597617;Cellinker:25772309;Cellinker:8386828;HPRD:11876253;ICELLNET:25772309;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:11876253;connectomeDB2020:8386828
12775,MAML1,CTNNB1,SIGNOR:17875709
12776,CSNK2A1,IGF2R,KEA:17081983;KEA:8318012;PhosphoSite:8318012;ProtMapper:8318012;SIGNOR:8318012;iPTMnet:8318012;phosphoELM:8318012
12777,CSNK2A1,PGR,HPRD:7983041;KEA:7983041;PhosphoSite:11110801;PhosphoSite:21518957;PhosphoSite:23921636;PhosphoSite:7983041;PhosphoSite:8702648;ProtMapper:7983041;SIGNOR:7983041;iPTMnet:7983041;phosphoELM:7983041
12778,CDK1,RGCC,HPRD:11687586;PhosphoSite:11687586;dbPTM:11687586;dbPTM:19690332;iPTMnet:11687586
12779,RGCC,CDK1,HPRD:11687586;ProtMapper:30280101;SIGNOR:11687586
12780,TESK1,CFL2,ProtMapper:11418599;SIGNOR:11418599;iPTMnet:11418599
12781,USP9X,EPS15,SIGNOR:26748853
12782,CAMK2G,EGFR,HPRD:10347170;HPRD:1309762;KEA:10347170;KEA:1309762;KEA:15302935;KEA:16799092;KEA:3138233;KEA:7505275;KEA:7805884;KEA:92065884;ProtMapper:1309762;SIGNOR:1309762;iPTMnet:10347170;iPTMnet:1309762;iPTMnet:16799092
12783,PTPRK,EGFR,DEPOD:16263724;ProtMapper:16263724;SIGNOR:16263724
12784,MAPK1,TH,HPRD:14570886;KEA:14570886;KEA:1973163;ProtMapper:19945993;ProtMapper:23321789;ProtMapper:23970867;ProtMapper:7901013;SIGNOR:7901013;iPTMnet:1347949;iPTMnet:7901013
12785,PKN1,EGFR,ProtMapper:21749319;SIGNOR:21749319;iPTMnet:21749319
12786,STK11,SIK3,KEA:14976552;PhosphoSite:22588126;ProtMapper:14976552;SIGNOR:14976552;dbPTM:14976552;dbPTM:19369195;iPTMnet:14976552;phosphoELM:14976552
12787,AKT2,MYO5A,InnateDB:17515613;SIGNOR:17515613;iPTMnet:17515613
12788,CFH,C3,BioGRID:11367533;DIP:21317894;HPRD:11367533;HPRD:9988761;InnateDB:16023208;InnateDB:19050261;IntAct:16612335;IntAct:21317894;IntAct:21979047;SIGNOR:19050261
12789,CSMD1,C3,SIGNOR:28345259
12790,CLK1,ABL1,ProtMapper:18794806;SIGNOR:18794806;iPTMnet:18794806
12791,NUAK2,WDR45,SIGNOR:28561066
12792,CDC14B,SKP2,DEPOD:18239684;ProtMapper:18239684;SIGNOR:18239684
12793,AP3B1,KIF3A,DIP:19934039;IntAct:19934039;Lit-BM-17:19934039;SIGNOR:19934039
12794,NLGN1,NRXN3,CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12795,NEDD4L,SCN11A,SIGNOR:23778145
12796,TIMELESS,CHEK1,HPRD:15798197;SIGNOR:23418588;SPIKE_LC:15798197
12797,PRKDC,IRF3,PhosphoSite:11867762;ProtMapper:11867762;SIGNOR:11867762;iPTMnet:11867762
12798,PCDHA10,PCDHGB6,SIGNOR:16697637
12799,PCDHA2,PCDHGB2,SIGNOR:16697637
12800,RPS6KA2,NFKBIA,ProtMapper:20385620;SIGNOR:20385620;iPTMnet:20385620
12801,TNK2,SNX9,BioGRID:16316319;DOMINO:16137687;HPRD:11799118;HPRD:16137687;Lit-BM-17:16137687;Lit-BM-17:16316319;SIGNOR:16316319;SPIKE_LC:11799118;iPTMnet:11773052
12802,FGF12,SCN10A,SIGNOR:20679355
12803,AURKA,TACC3,HPRD:14602875;KEA:14602875;KEA:16172205;Lit-BM-17:14602875;Lit-BM-17:26186194;PhosphoSite:21297582;PhosphoSite:30344944;PhosphoSite:31932847;ProtMapper:15687499;ProtMapper:17060449;ProtMapper:17545617;ProtMapper:20566684;ProtMapper:23861900;ProtMapper:23918938;ProtMapper:25596274;ProtMapper:26090906;ProtMapper:26134678;SIGNOR:17545617;SIGNOR:26134678;iPTMnet:17545617;iPTMnet:26134678
12804,PRKAA2,TSC1,ACSN:14651849;ACSN:18692468;ACSN:19339977;SIGNOR:14651849
12805,COLGALT2,COL1A1,SIGNOR:19075007
12806,ATM,TP63,PhosphoSite:20023394;ProtMapper:18769144;ProtMapper:24366874;SIGNOR:18769144;iPTMnet:18769144
12807,FNIP1,HSP90AB1,SIGNOR:27353360
12808,SGK1,NR3C1,ProtMapper:23650397;SIGNOR:23650397;iPTMnet:23650397
12809,GALR2,GNA13,SIGNOR:31160049
12810,COLGALT2,COL3A1,SIGNOR:19075007
12811,AKT2,ESR1,HPRD-phos:11139588;HPRD-phos:11432835;HPRD-phos:11507039;HPRD-phos:9528769;HPRD:11139588;HPRD:11432835;HPRD:11507039;HPRD:9528769;InnateDB:11507039;KEA:11139588;KEA:11432835;KEA:11507039;KEA:7838153;KEA:9528769;ProtMapper:11139588;ProtMapper:11507039;SIGNOR:11139588;iPTMnet:11139588;iPTMnet:11432835;iPTMnet:11507039;iPTMnet:9528769;phosphoELM:11139588
12812,BAIAP2,WASF2,ACSN:12054568;ACSN:16702231;ACSN:9843499;DOMINO:11130076;HPRD:11130076;HPRD:12054568;Lit-BM-17:11130076;Lit-BM-17:26186194;Lit-BM-17:26496610;SIGNOR:11130076;SPIKE_LC:11130076;SPIKE_LC:16713569
12813,NUMB,MDM2,BioGRID:22337874;BioGRID:31451549;DIP:18172499;HPRD:12646252;HPRD:9632782;IntAct:18172499;IntAct:35044719;Lit-BM-17:12646252;Lit-BM-17:16678796;Lit-BM-17:18172499;Lit-BM-17:22337874;Lit-BM-17:23252402;Lit-BM-17:27106262;Lit-BM-17:28223335;SIGNOR:20940030
12814,MDM2,NUMB,BioGRID:22337874;BioGRID:31451549;DIP:18172499;HPRD:12646252;HPRD:9632782;IntAct:18172499;IntAct:35044719;Lit-BM-17:12646252;Lit-BM-17:16678796;Lit-BM-17:18172499;Lit-BM-17:22337874;Lit-BM-17:23252402;Lit-BM-17:27106262;Lit-BM-17:28223335;SIGNOR:12646252
12815,FURIN,INSR,SIGNOR:25527501
12816,RNF8,RAD18,SIGNOR:19396164
12817,TRIM23,TRAF6,SIGNOR:19176615
12818,SIRT1,CTNNB1,ProtMapper:28583374;SIGNOR:27776347
12819,CDK1,HMGA1,HPRD-phos:17924679;HPRD-phos:18669648;HPRD-phos:1939057;HPRD-phos:19413330;HPRD-phos:19664995;HPRD-phos:20068230;HPRD-phos:20068231;HPRD:1939057;KEA:15302935;KEA:17570479;KEA:1939057;PhosphoSite:2168176;ProtMapper:17960875;ProtMapper:1939057;ProtMapper:20123066;SIGNOR:17960875;SIGNOR:1939057;dbPTM:17081983;dbPTM:17924679;dbPTM:17960875;dbPTM:18669648;dbPTM:19413330;iPTMnet:17924679;iPTMnet:17960875;iPTMnet:18669648;iPTMnet:1939057;iPTMnet:19413330;iPTMnet:19664995;iPTMnet:20068230;iPTMnet:20068231;phosphoELM:1939057
